survey_id,registration_id,satisfaction_score,usefulness_score,instructor_score,recommendation_score,overall_score,NPS_bucket,survey_comments,survey_submission_date
84,108,4,4,5,5,4.5,Promoter,"The panel Q&A during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable. If I'm being honest, the hands-on segment tied everything together, the goal-setting exercise during Mentor Office Hours really clicked for me.",5/1/22 14:15
85,109,4,5,5,5,4.75,Promoter,"The networking breakouts during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects; I'd definitely recommend this to a friend. The hands-on segment tied everything together, the mentor roundtable during Girls in STEAM Mentoring really clicked for me (snacks were a plus).",2/6/25 5:27
86,110,4,3,4,4,3.75,Passive,"Some sections moved quickly but were still useful, and the gallery walk was helpful during Intro to Painting Class.",8/15/25 20:06
87,114,5,5,4,5,4.75,Promoter,"The web dev sprint during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected. The mentors were down-to-earth and answered real questions, the coding challenges during Robotics Lab Saturday really clicked for me.",8/25/25 5:17
88,115,4,4,4,5,4.25,Promoter,"To be fair, I met people who want to collaborate on projects, the networking breakouts during Girls in STEAM Mentoring really clicked for me. I left with actionable next steps, the panel Q&A during Girls in STEAM Mentoring really clicked for me — next time I'd bring a friend!",11/2/22 20:02
89,116,4,4,4,4,4,Passive,"Surprisingly, the robot build during Data Science Study Group really clicked for me, the mentors were down-to-earth and answered real questions; I might recommend it depending on the topic. (snacks were a plus). I left with actionable next steps, the coding challenges during Data Science Study Group really clicked for me. The mentors were down-to-earth and answered real questions, the coding challenges during Data Science Study Group really clicked for me; It was useful overall.",10/13/22 21:05
90,117,5,5,5,5,5,Promoter,"The networking breakouts during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; I'd come again and bring a classmate next time. Honestly, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions; I left energized to keep learning. Surprisingly, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable; I'd definitely recommend this to a friend.",8/6/25 5:24
91,118,5,5,5,5,5,Promoter,"It boosted my confidence more than I expected, the web dev sprint during Data Science Study Group really clicked for me. The hands-on segment tied everything together, the robot build during Data Science Study Group really clicked for me; I'd definitely recommend this to a friend. (wish there had been more time)! Overall, there were concrete examples I can reuse at school, the coding challenges during Data Science Study Group really clicked for me.",3/16/22 19:08
92,119,4,5,4,4,4.25,Passive,"The resume clinic during Mentor Office Hours really clicked for me, I left with actionable next steps.",9/21/25 23:27
93,120,4,2,4,5,3.75,Promoter,"At first, some sections moved quickly but were still useful, and the goal-setting exercise was helpful during Mentor Office Hours. By the end, slides were dense, though the discussion helped, and the goal-setting exercise was helpful during Mentor Office Hours. I'm curious to see how the next session improves. — next time I'd bring a friend.",3/1/22 3:04
94,121,5,5,4,5,4.75,Promoter,"The panel Q&A during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected. The panel Q&A during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected — which surprised me in a good way. The resume clinic during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; This was absolutely worth the time! The networking breakouts during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd; I left energized to keep learning.",7/28/25 12:20
95,122,5,5,4,5,4.75,Promoter,"From my perspective, the hands-on segment tied everything together, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; I'd come again and bring a classmate next time. — next time I'd bring a friend. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps (wish there had been more time). The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps.",3/1/23 11:04
96,123,4,4,5,5,4.5,Promoter,"The watercolor session during Intro to Painting Class really clicked for me, the mentors were down-to-earth and answered real questions; I'd come again and bring a classmate next time. Honestly, the watercolor session during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects! To be fair, the sketch warmups during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected; I'd come again and bring a classmate next time. (wish there had been more time).",9/29/23 18:19
97,124,4,4,4,5,4.25,Promoter,"To be fair, the panel Q&A during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd. The hands-on segment tied everything together, the mentor roundtable during Mentor Office Hours really clicked for me; It was useful overall!",6/2/25 18:01
98,125,4,3,4,4,3.75,Passive,"Some sections moved quickly but were still useful, and the gallery walk was helpful during Intro to Painting Class. It was useful overall. Some sections moved quickly but were still useful, and the gallery walk was helpful during Intro to Painting Class. In my opinion, not every topic applied to me, but I took notes for later, and the color theory lesson was helpful during Intro to Painting Class (snacks were a plus).",2/9/24 7:03
99,126,5,5,5,4,4.75,Passive,"The data activity during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions; I left energized to keep learning! Overall, the coding challenges during Web Dev Bootcamp Night really clicked for me, I met people who want to collaborate on projects. It boosted my confidence more than I expected, the data activity during Web Dev Bootcamp Night really clicked for me; I'd definitely recommend this to a friend.",12/5/21 2:01
100,128,5,5,5,4,4.75,Passive,"The web dev sprint during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions; This was absolutely worth the time. The mentors were down-to-earth and answered real questions, the coding challenges during Robotics Lab Saturday really clicked for me; This pushed me to apply for a related program. I left with actionable next steps, the web dev sprint during Robotics Lab Saturday really clicked for me; I left energized to keep learning.",4/20/25 6:27
